MACROCLASSE (A,B etc);MACROCLASSE (01, 02 etc);Descrizione;Settore Attività;Codice Ateco 2007;INCENDIO;INCENDIO <= 500.000 € fatturato;INCENDIO > 500.000 € fatturato;FURTO;FURTO <= 500.000 € fatturato;FURTO > 500.000 € fatturato;RCT;RCO;RC PRODOTTO;Gruppo Codice Incendio;Gruppo Codice Furto;Gruppo Codice RCT;Gruppo Codice RCO;Gruppo Codice RCP;RC veicoli in cons. e cust.;RC postuma officine ;RC postuma 12 mesi (no edile);RC postuma D.M.37/2008;Danni da furto;Danni alle cose lavori;RC impresa edile;Furto;Elettronica;Guasto Macchine
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Coltivazione di cereali (escluso il riso);;01.11.10;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Coltivazione di semi oleosi;;01.11.20;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Coltivazione di legumi da granella;;01.11.30;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Coltivazioni miste di cereali, legumi da granella e semi oleosi;;01.11.40;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Coltivazione di riso;;01.12.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Coltivazione di ortaggi (inclusi i meloni) in foglia, a fusto, a frutto, in radici, bulbi e tuberi in piena aria (escluse barbabietola da zucchero e patate);;01.13.10;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Coltivazione di ortaggi (inclusi i meloni) in foglia, a fusto, a frutto, in radici, bulbi e tuberi in colture protette fuori suolo (escluse barbabietola da zucchero e patate);;01.13.21;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Coltivazione di ortaggi (inclusi i meloni) in foglia, a fusto, a frutto, in radici, bulbi e tuberi in colture protette ad esclusione delle colture fuori suolo (escluse barbabietola da zucchero e patate);;01.13.29;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Coltivazione di barbabietola da zucchero;;01.13.30;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Coltivazione di patate;;01.13.40;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Coltivazione di canna da zucchero;;01.14.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Coltivazione di tabacco;;01.15.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Coltivazione di piante per la preparazione di fibre tessili;;01.16.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Coltivazione di fiori in piena aria;;01.19.10;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Coltivazione di fiori in colture protette fuori suolo ;;01.19.21;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Coltivazione di fiori in colture protette ad esclusione delle colture fuori suolo;;01.19.29;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Coltivazione di piante da foraggio e di altre colture non permanenti;;01.19.90;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Coltivazione di uva;;01.21.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Coltivazione di frutta di origine tropicale e subtropicale;;01.22.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Coltivazione di agrumi;;01.23.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Coltivazione di pomacee e frutta a nocciolo;;01.24.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Coltivazione di altri alberi da frutta, frutti di bosco e frutta in guscio;;01.25.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Coltivazione di frutti oleosi;;01.26.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Coltivazione di piante per la produzione di bevande;;01.27.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Coltivazione di spezie, piante aromatiche e farmaceutiche;;01.28.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Coltivazione di altre colture permanenti (inclusi alberi di Natale);;01.29.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Riproduzione delle piante;;01.30.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Allevamento di bovini e bufale da latte, produzione di latte crudo;;01.41.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Allevamento di bovini e bufalini da carne;;01.42.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Allevamento di cavalli e altri equini;;01.43.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Allevamento di cammelli e camelidi;;01.44.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Allevamento di ovini e caprini;;01.45.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Allevamento di suini;;01.46.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Allevamento di pollame;;01.47.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Allevamento di conigli;;01.49.10;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Allevamento di animali da pelliccia;;01.49.20;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Apicoltura;;01.49.30;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Bachicoltura;;01.49.40;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Allevamento di altri animali nca;;01.49.90;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Coltivazioni agricole associate all'allevamento di animali: attività mista;;01.50.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Attività di supporto alla produzione vegetale;;01.61.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Attività dei maniscalchi;;01.62.01;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Altre attività di supporto alla produzione animale (esclusi i servizi veterinari);;01.62.09;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Attività che seguono la raccolta;;01.63.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Pulitura e cernita di semi e granaglie;;01.64.01;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Altre lavorazioni delle sementi per la semina;;01.64.09;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;Caccia, cattura di animali e servizi connessi;;01.70.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;SILVICOLTURA ED UTILIZZO DI AREE FORESTALI;Silvicoltura e altre attività forestali;;02.10.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;SILVICOLTURA ED UTILIZZO DI AREE FORESTALI;Utilizzo di aree forestali;;02.20.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;SILVICOLTURA ED UTILIZZO DI AREE FORESTALI;Raccolta di prodotti selvatici non legnosi;;02.30.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;SILVICOLTURA ED UTILIZZO DI AREE FORESTALI;Servizi di supporto per la silvicoltura;;02.40.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;PESCA E ACQUACOLTURA;Pesca in acque marine e lagunari e servizi connessi;;03.11.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;PESCA E ACQUACOLTURA;Pesca in acque dolci e servizi connessi;;03.12.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;PESCA E ACQUACOLTURA;Acquacoltura in acqua di mare, salmastra o lagunare e servizi connessi;;03.21.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
AGRICOLTURA, SILVICOLTURA E PESCA;PESCA E ACQUACOLTURA;Acquacoltura in acque dolci e servizi connessi;;03.22.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ESTRAZIONE DI MINERALI DA CAVE E MINIERE;ESTRAZIONE DI CARBONE (ESCLUSA TORBA);Estrazione di antracite e litantrace;;05.10.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ESTRAZIONE DI MINERALI DA CAVE E MINIERE;ESTRAZIONE DI CARBONE (ESCLUSA TORBA);Estrazione di lignite;;05.20.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ESTRAZIONE DI MINERALI DA CAVE E MINIERE;ESTRAZIONE DI PETROLIO GREGGIO E DI GAS NATURALE;Estrazione di petrolio greggio;;06.10.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ESTRAZIONE DI MINERALI DA CAVE E MINIERE;ESTRAZIONE DI PETROLIO GREGGIO E DI GAS NATURALE;Estrazione di gas naturale;;06.20.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ESTRAZIONE DI MINERALI DA CAVE E MINIERE;ESTRAZIONE DI MINERALI METALLIFERI;Estrazione di minerali metalliferi ferrosi;;07.10.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ESTRAZIONE DI MINERALI DA CAVE E MINIERE;ESTRAZIONE DI MINERALI METALLIFERI;Estrazione di minerali di uranio e di torio;;07.21.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ESTRAZIONE DI MINERALI DA CAVE E MINIERE;ESTRAZIONE DI MINERALI METALLIFERI;Estrazione di altri minerali metalliferi non ferrosi;;07.29.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ESTRAZIONE DI MINERALI DA CAVE E MINIERE;ALTRE ATTIVITÀ DI ESTRAZIONE DI MINERALI DA CAVE E MINIERE;Estrazione di pietre ornamentali e da costruzione, calcare, pietra da gesso, creta e ardesia;;08.11.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ESTRAZIONE DI MINERALI DA CAVE E MINIERE;ALTRE ATTIVITÀ DI ESTRAZIONE DI MINERALI DA CAVE E MINIERE;"Estrazione di ghiaia, sabbia; estrazione di argille e caolino";;08.12.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ESTRAZIONE DI MINERALI DA CAVE E MINIERE;ALTRE ATTIVITÀ DI ESTRAZIONE DI MINERALI DA CAVE E MINIERE;Estrazione di minerali per l'industria chimica e per la produzione di fertilizzanti;;08.91.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ESTRAZIONE DI MINERALI DA CAVE E MINIERE;ALTRE ATTIVITÀ DI ESTRAZIONE DI MINERALI DA CAVE E MINIERE;Estrazione di torba;;08.92.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ESTRAZIONE DI MINERALI DA CAVE E MINIERE;ALTRE ATTIVITÀ DI ESTRAZIONE DI MINERALI DA CAVE E MINIERE;Estrazione di sale;;08.93.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ESTRAZIONE DI MINERALI DA CAVE E MINIERE;ALTRE ATTIVITÀ DI ESTRAZIONE DI MINERALI DA CAVE E MINIERE;Estrazione di asfalto e bitume naturale;;08.99.01;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ESTRAZIONE DI MINERALI DA CAVE E MINIERE;ALTRE ATTIVITÀ DI ESTRAZIONE DI MINERALI DA CAVE E MINIERE;Estrazione di pomice e di altri minerali nca;;08.99.09;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ESTRAZIONE DI MINERALI DA CAVE E MINIERE;ATTIVITÀ DEI SERVIZI DI SUPPORTO ALL'ESTRAZIONE;Attività di supporto all'estrazione di petrolio e di gas naturale;;09.10.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ESTRAZIONE DI MINERALI DA CAVE E MINIERE;ATTIVITÀ DEI SERVIZI DI SUPPORTO ALL'ESTRAZIONE;Attività di supporto all'estrazione di pietre ornamentali, da costruzione, da gesso, di anidrite, per calce e cementi, di dolomite, di ardesia, di ghiaia e sabbia, di argilla, di caolino, di pomice;;09.90.01;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ESTRAZIONE DI MINERALI DA CAVE E MINIERE;ATTIVITÀ DEI SERVIZI DI SUPPORTO ALL'ESTRAZIONE;Attività di supporto all'estrazione di altri minerali nca;;09.90.09;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;INDUSTRIA DEL TABACCO;Industria del tabacco;;12.00.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;INDUSTRIE TESSILI;Preparazione e filatura di fibre tessili;produzione;13.10.00;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;Escluso;X;x;x;x;;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;"CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO; CONFEZIONE DI ARTICOLI IN PELLE E PELLICCIA";Confezione in serie di abbigliamento esterno;produzione;14.13.10;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;OK;X;x;x;x;x;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;"CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO; CONFEZIONE DI ARTICOLI IN PELLE E PELLICCIA";Fabbricazione di articoli di calzetteria in maglia;produzione;14.31.00;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;OK;X;x;x;x;x;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;"CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO; CONFEZIONE DI ARTICOLI IN PELLE E PELLICCIA";Fabbricazione di pullover, cardigan ed altri articoli simili a maglia;;14.39.00;RD con fatturato fino a 500k, oltre ESCLUSO;RD;Escluso;RD con fatturato fino a 500k, oltre ESCLUSO;RD;Escluso;OK;OK;OK;X;x;x;x;x;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ARTICOLI IN PELLE E SIMILI;"Preparazione e concia del cuoio e pelle; preparazione e tintura di pellicce";produzione;15.11.00;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;OK;X;x;x;x;x;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ARTICOLI IN PELLE E SIMILI;Fabbricazione di altri articoli da viaggio, borse e simili, pelletteria e selleria;produzione;15.12.09;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;OK;X;x;x;x;x;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ARTICOLI IN PELLE E SIMILI;Fabbricazione di calzature;produzione;15.20.10;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;OK;X;x;x;x;x;;;;;;;;x;x;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ARTICOLI IN PELLE E SIMILI;Fabbricazione di parti in cuoio per calzature;;15.20.20;RD con fatturato fino a 500k, oltre ESCLUSO;RD;Escluso;RD con fatturato fino a 500k, oltre ESCLUSO;RD;Escluso;OK;OK;Escluso;X;x;x;x;;;;;;;;;;;
