MACROCLASSE (A,B etc);MACROCLASSE (01, 02 etc);Descrizione;Settore Attività;Codice Ateco 2007;INCENDIO;INCENDIO <= 500.000 € fatturato;INCENDIO > 500.000 € fatturato;FURTO;FURTO <= 500.000 € fatturato;FURTO > 500.000 € fatturato;RCT;RCO;RC PRODOTTO;Gruppo Codice Incendio;Gruppo Codice Furto;Gruppo Codice RCT;Gruppo Codice RCO;Gruppo Codice RCP;RC veicoli in cons. e cust.;RC postuma officine ;RC postuma 12 mesi (no edile);RC postuma D.M.37/2008;Danni da furto;Danni alle cose lavori;RC impresa edile;Furto;Elettronica;Guasto Macchine
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di forni, fornaci e bruciatori;;28.21.10;RD;RD;RD;RD;RD;RD;OK;OK;Escluso;X;x;x;x;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di caldaie per riscaldamento;;28.21.21;RD;RD;RD;RD;RD;RD;OK;OK;Escluso;X;x;x;x;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di altri sistemi per riscaldamento;produzione;28.21.29;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;Escluso;X;x;x;x;;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di ascensori, montacarichi e scale mobili;produzione;28.22.01;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;Escluso;Escluso;Escluso;X;x;;;;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di gru, argani, verricelli a mano e a motore, carrelli trasbordatori, carrelli elevatori e piattaforme girevoli;produzione;28.22.02;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;Escluso;Escluso;Escluso;X;x;;;;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di carriole;;28.22.03;RD;RD;RD;RD;RD;RD;OK;OK;Escluso;X;x;x;x;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di altre macchine e apparecchi di sollevamento e movimentazione;produzione;28.22.09;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;Escluso;X;x;x;x;;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di cartucce toner;produzione;28.23.01;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;OK;X;x;x;x;x;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di macchine ed altre attrezzature per ufficio (esclusi computer e periferiche);;28.23.09;RD;RD;RD;RD;RD;RD;OK;OK;OK;X;x;x;x;x;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di utensili portatili a motore;;28.24.00;RD;RD;RD;RD;RD;RD;OK;OK;RD;X;x;x;x;x;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;"Fabbricazione di attrezzature di uso non domestico per la refrigerazione e la ventilazione; fabbricazione di condizionatori domestici fissi";produzione;28.25.00;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;RD;X;x;x;x;x;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di bilance e di macchine automatiche per la vendita e la distribuzione (incluse parti staccate e accessori);produzione;28.29.10;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;OK;X;x;x;x;x;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di macchine automatiche per la dosatura, la confezione e per l'imballaggio (incluse parti e accessori);produzione;28.29.30;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;OK;X;x;x;x;x;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di apparecchi per depurare e filtrare liquidi e gas per uso non domestico;produzione;28.29.91;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;Escluso;X;x;x;x;;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di macchine per la pulizia (incluse le lavastoviglie) per uso non domestico;produzione;28.29.92;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;Escluso;X;x;x;x;;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di livelle, metri doppi a nastro e utensili simili, strumenti di precisione per meccanica (esclusi quelli ottici);;28.29.93;RD;RD;RD;RD;RD;RD;OK;OK;Escluso;X;x;x;x;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di altro materiale meccanico e di altre macchine di impiego generale nca;produzione;28.29.99;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;Escluso;X;x;x;x;;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di trattori agricoli;produzione;28.30.10;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;Escluso;Escluso;Escluso;X;x;;;;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di altre macchine per l'agricoltura, la silvicoltura e la zootecnia;produzione;28.30.90;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;Escluso;X;x;x;x;;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di macchine utensili per la formatura dei metalli (incluse parti e accessori ed escluse le parti intercambiabili);produzione;28.41.00;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;OK;X;x;x;x;x;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di macchine per la galvanostegia;;28.49.01;RD;RD;RD;RD;RD;RD;OK;OK;OK;X;x;x;x;x;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di altre macchine utensili (incluse parti e accessori) nca;produzione;28.49.09;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;OK;X;x;x;x;x;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di macchine per la metallurgia (incluse parti e accessori);produzione;28.91.00;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;OK;X;x;x;x;x;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di macchine per il trasporto a cassone ribaltabile per impiego specifico in miniere, cave e cantieri;;28.92.01;RD;RD;RD;RD;RD;RD;OK;OK;OK;X;x;x;x;x;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di altre macchine da miniera, cava e cantiere (incluse parti e accessori);produzione;28.92.09;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;OK;X;x;x;x;x;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco (incluse parti e accessori);produzione;28.93.00;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;RD;RD;RD;X;x;x;x;x;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di macchine tessili, di macchine e di impianti per il trattamento ausiliario dei tessili, di macchine per cucire e per maglieria (incluse parti e accessori);produzione;28.94.10;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;OK;X;x;x;x;x;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di macchine e apparecchi per l'industria delle pelli, del cuoio e delle calzature (incluse parti e accessori);produzione;28.94.20;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;OK;X;x;x;x;x;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di apparecchiature e di macchine per lavanderie e stirerie (incluse parti e accessori);produzione;28.94.30;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;OK;X;x;x;x;x;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di macchine per l'industria della carta e del cartone (incluse parti e accessori);produzione;28.95.00;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;OK;X;x;x;x;x;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di macchine per l'industria delle materie plastiche e della gomma (incluse parti e accessori);produzione;28.96.00;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;OK;X;x;x;x;x;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di macchine per la stampa e la legatoria (incluse parti e accessori);produzione;28.99.10;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;Escluso;X;x;x;x;;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di robot industriali per usi molteplici (incluse parti e accessori);produzione;28.99.20;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;Escluso;X;x;x;x;;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di apparecchi per istituti di bellezza e centri di benessere;produzione;28.99.30;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;Escluso;X;x;x;x;;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;"Fabbricazione di apparecchiature per l'allineamento e il bilanciamento delle ruote; altre apparecchiature per il bilanciamento";;28.99.93;RD;RD;RD;RD;RD;RD;OK;OK;Escluso;X;x;x;x;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di altre macchine ed attrezzature per impieghi speciali nca (incluse parti e accessori);produzione;28.99.99;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;Escluso;X;x;x;x;;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI AUTOVEICOLI, RIMORCHI E SEMIRIMORCHI;Fabbricazione di carrozzerie per autoveicoli, rimorchi e semirimorchi;produzione;29.20.00;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;Escluso;Escluso;Escluso;X;x;;;;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;Fabbricazione di sedili per navi;;30.11.01;RD;RD;RD;RD;RD;RD;RD;RD;Escluso;X;x;x;x;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;ALTRE INDUSTRIE MANIFATTURIERE;Coniazione di monete;;32.11.00;RD;RD;RD;RD;RD;RD;RD;RD;Escluso;X;x;x;x;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;ALTRE INDUSTRIE MANIFATTURIERE;Fabbricazione di oggetti di gioielleria ed oreficeria in metalli preziosi o rivestiti di metalli preziosi;;32.12.10;RD;RD;RD;RD;RD;RD;RD;RD;Escluso;X;x;x;x;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;ALTRE INDUSTRIE MANIFATTURIERE;Lavorazione di pietre preziose e semipreziose per gioielleria e per uso industriale;;32.12.20;RD;RD;RD;RD;RD;RD;RD;RD;Escluso;X;x;x;x;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;ALTRE INDUSTRIE MANIFATTURIERE;Fabbricazione di cinturini metallici per orologi (esclusi quelli in metalli preziosi);;32.13.01;RD;RD;RD;RD;RD;RD;OK;OK;Escluso;X;x;x;x;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;ALTRE INDUSTRIE MANIFATTURIERE;Fabbricazione di bigiotteria e articoli simili nca;;32.13.09;RD;RD;RD;RD;RD;RD;OK;OK;Escluso;X;x;x;x;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;ALTRE INDUSTRIE MANIFATTURIERE;Fabbricazione di strumenti musicali (incluse parti e accessori);produzione;32.20.00;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;Escluso;X;x;x;x;;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;ALTRE INDUSTRIE MANIFATTURIERE;Fabbricazione di articoli sportivi;produzione;32.30.00;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;OK;X;x;x;x;x;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;ALTRE INDUSTRIE MANIFATTURIERE;Fabbricazione di giochi (inclusi i giochi elettronici);;32.40.10;RD;RD;RD;RD;RD;RD;OK;OK;Escluso;X;x;x;x;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;ALTRE INDUSTRIE MANIFATTURIERE;Fabbricazione di giocattoli (inclusi i tricicli e gli strumenti musicali giocattolo);;32.40.20;RD;RD;RD;RD;RD;RD;OK;OK;Escluso;X;x;x;x;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;ALTRE INDUSTRIE MANIFATTURIERE;Fabbricazione di materiale medico-chirurgico e veterinario;produzione;32.50.11;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;Escluso;X;x;x;x;;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;ALTRE INDUSTRIE MANIFATTURIERE;Fabbricazione di apparecchi e strumenti per odontoiatria e di apparecchi medicali (incluse parti staccate e accessori);produzione;32.50.12;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;Escluso;X;x;x;x;;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;ALTRE INDUSTRIE MANIFATTURIERE;Fabbricazione di mobili per uso medico, chirurgico, odontoiatrico e veterinario;;32.50.13;RD;RD;RD;RD;RD;RD;OK;OK;Escluso;X;x;x;x;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;ALTRE INDUSTRIE MANIFATTURIERE;Fabbricazione di centrifughe per laboratori;;32.50.14;RD;RD;RD;RD;RD;RD;OK;OK;Escluso;X;x;x;x;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;ALTRE INDUSTRIE MANIFATTURIERE;Fabbricazione di protesi dentarie (inclusa riparazione);produzione;32.50.20;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;Escluso;X;x;x;x;;;;X;;;X;;X;X;
ATTIVITÀ MANIFATTURIERE;ALTRE INDUSTRIE MANIFATTURIERE;Fabbricazione di protesi ortopediche, altre protesi ed ausili (inclusa riparazione);produzione;32.50.30;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;Escluso;X;x;x;x;;;;X;;;X;;X;X;X
ATTIVITÀ MANIFATTURIERE;ALTRE INDUSTRIE MANIFATTURIERE;Fabbricazione di lenti oftalmiche;;32.50.40;RD;RD;RD;RD;RD;RD;OK;OK;Escluso;X;x;x;x;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;ALTRE INDUSTRIE MANIFATTURIERE;"Fabbricazione di armature per occhiali di qualsiasi tipo; montatura in serie di occhiali comuni";produzione;32.50.50;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;Escluso;X;x;x;x;;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;ALTRE INDUSTRIE MANIFATTURIERE;Fabbricazione di scope e spazzole;produzione;32.91.00;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;OK;X;x;x;x;x;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;ALTRE INDUSTRIE MANIFATTURIERE;Fabbricazione di articoli in metallo per la sicurezza personale;produzione;32.99.13;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;Escluso;X;x;x;x;;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;ALTRE INDUSTRIE MANIFATTURIERE;Fabbricazione di ombrelli, bottoni, chiusure lampo, parrucche e affini;produzione;32.99.20;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;OK;X;x;x;x;x;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;ALTRE INDUSTRIE MANIFATTURIERE;Fabbricazione di oggetti di cancelleria;produzione;32.99.30;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;OK;X;x;x;x;x;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;ALTRE INDUSTRIE MANIFATTURIERE;Fabbricazione di altri articoli nca;;32.99.90;RD;RD;RD;RD;RD;RD;OK;OK;OK;X;x;x;x;x;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;Riparazione di prodotti in gomma;;33.19.02;RD;RD;RD;RD;RD;RD;OK;OK;RD;X;x;x;x;x;;;;;;;;;;
FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;Produzione di energia elettrica;;35.11.00;RD;RD;RD;RD;RD;RD;RD;RD;Escluso;X;x;x;x;;;;;;;;;;;
FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;Trasmissione di energia elettrica;;35.12.00;RD;RD;RD;RD;RD;RD;Escluso;Escluso;Escluso;X;x;;;;;;;;;;;;;
FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;Distribuzione di energia elettrica;;35.13.00;RD;RD;RD;RD;RD;RD;Escluso;Escluso;Escluso;X;x;;;;;;;;;;;;;
FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;Commercio di energia elettrica;;35.14.00;RD;RD;RD;RD;RD;RD;Escluso;Escluso;Escluso;X;x;;;;;;;;;;;;;
FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;Produzione di gas;;35.21.00;RD;RD;RD;RD;RD;RD;Escluso;Escluso;Escluso;X;x;;;;;;;;;;;;;
"FORNITURA DI ACQUA; RETI FOGNARIE, ATTIVITÀ DI GESTIONE DEI RIFIUTI E RISANAMENTO";ATTIVITÀ DI RISANAMENTO E ALTRI SERVIZI DI GESTIONE DEI RIFIUTI;Attività di rimozione di strutture ed elementi in amianto specializzata per l'edilizia;;39.00.01;RD;RD;RD;RD;RD;RD;Escluso;Escluso;Escluso;X;x;;;;;;;;;;;;;
COSTRUZIONI;COSTRUZIONE DI EDIFICI;Costruzione di edifici residenziali e non residenziali;;41.20.00;RD;RD;RD;RD;RD;RD;OK;OK;Escluso;X;x;x;x;;;;;;X;X;X;;;
COSTRUZIONI;LAVORI DI COSTRUZIONE SPECIALIZZATI;Demolizione;;43.11.00;RD;RD;RD;RD;RD;RD;Escluso;Escluso;Escluso;X;x;;;;;;;;;;;;;
COSTRUZIONI;LAVORI DI COSTRUZIONE SPECIALIZZATI;Preparazione del cantiere edile e sistemazione del terreno;;43.12.00;RD;RD;RD;RD;RD;RD;RD;RD;Escluso;X;x;x;x;;;;;;;;;;;
COSTRUZIONI;LAVORI DI COSTRUZIONE SPECIALIZZATI;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione e riparazione);edili;43.21.01;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;Escluso;X;x;x;x;;;;;X;;X;;;;
COSTRUZIONI;LAVORI DI COSTRUZIONE SPECIALIZZATI;Installazione di impianti elettronici (inclusa manutenzione e riparazione);servizi manuali;43.21.02;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;Escluso;X;x;x;x;;;;;X;;X;;;;
COSTRUZIONI;LAVORI DI COSTRUZIONE SPECIALIZZATI;Installazione impianti di illuminazione stradale e dispositivi elettrici di segnalazione, illuminazione delle piste degli aeroporti (inclusa manutenzione e riparazione);servizi manuali;43.21.03;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;Escluso;Escluso;Escluso;X;x;;;;;;;;;;;X;;
COSTRUZIONI;LAVORI DI COSTRUZIONE SPECIALIZZATI;Installazione di impianti idraulici, di riscaldamento e di condizionamento dell'aria (inclusa manutenzione e riparazione) in edifici o in altre opere di costruzione;servizi manuali;43.22.01;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;Escluso;X;x;x;x;;;;;X;;X;;;;
"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;Intermediari del commercio di autovetture e di autoveicoli leggeri (incluse le agenzie di compravendita);servizi intellettuali;45.11.02;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;Escluso;X;x;x;x;;;;;;;;;;X;
"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;Commercio all'ingrosso di parti e accessori di autoveicoli;commerciale;45.31.01;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;Escluso;X;x;x;x;;;;;;;;;X;X;
"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;Intermediari del commercio di parti ed accessori di autoveicoli;servizi intellettuali;45.31.02;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;Escluso;X;x;x;x;;;;;;;;;;X;
"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;Commercio al dettaglio di parti e accessori di autoveicoli;commerciale;45.32.00;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;Escluso;X;x;x;x;;;;;;;;;X;;
"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;Commercio all'ingrosso e al dettaglio di parti e accessori per motocicli e ciclomotori;commerciale;45.40.21;OK con fatturato fino a 500k, oltre RD;OK;RD;OK con fatturato fino a 500k, oltre RD;OK;RD;OK;OK;Escluso;X;x;x;x;;;;;;;;;X;X;
"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;Intermediari del commercio di parti ed accessori di motocicli e ciclomotori;;45.40.22;RD;RD;RD;RD;RD;RD;OK;OK;Escluso;X;x;x;x;;;;;;;;;;;
